,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition_Encoded
361,40,No,1,1171,Research & Development,10,4,Life Sciences,4,Female,4,Laboratory Technician,3,Married,2213,22495,1,13,3,3,1,10,3,3,7,7,1,0
362,21,No,0,895,Sales,9,2,Medical,1,Male,3,Sales Representative,4,Single,2610,2851,0,24,4,3,0,3,3,2,3,2,2,0
363,33,Yes,1,350,Sales,5,3,Marketing,4,Female,3,Sales Representative,3,Single,2851,9150,1,13,3,2,0,1,2,3,1,0,0,1
364,37,No,1,921,Research & Development,10,3,Medical,3,Female,3,Laboratory Technician,1,Married,3452,17663,0,20,4,2,1,17,3,3,5,4,0,0
365,46,No,0,1144,Research & Development,7,4,Medical,3,Female,3,Manufacturing Director,3,Married,5258,16044,0,14,3,3,0,7,2,4,1,0,0,0
366,41,Yes,2,143,Sales,4,3,Marketing,1,Male,3,Sales Executive,2,Single,9355,9558,0,18,3,3,0,8,5,3,8,7,7,1
367,50,No,1,1046,Research & Development,10,3,Technical Degree,4,Male,2,Healthcare Representative,4,Single,10496,2755,0,15,3,4,0,20,2,3,4,3,1,0
368,40,Yes,1,575,Sales,22,2,Marketing,3,Male,2,Sales Executive,3,Married,6380,6110,1,12,3,1,2,8,6,3,6,4,1,1
369,31,No,1,408,Research & Development,9,4,Life Sciences,3,Male,2,Research Scientist,2,Single,2657,7551,1,16,3,4,0,3,5,3,2,2,2,0
370,21,Yes,1,156,Sales,12,3,Life Sciences,3,Female,4,Sales Representative,2,Single,2716,25422,0,15,3,4,0,1,0,3,1,0,0,1
371,29,No,1,1283,Research & Development,23,3,Life Sciences,4,Male,3,Research Scientist,4,Single,2201,18168,0,16,3,4,0,6,4,3,3,2,1,0
372,35,No,1,755,Research & Development,9,4,Life Sciences,3,Male,2,Healthcare Representative,2,Single,6540,19394,0,19,3,3,0,10,5,3,1,1,0,0
373,27,No,1,1469,Research & Development,1,2,Medical,4,Male,3,Laboratory Technician,2,Divorced,3816,17881,0,11,3,2,1,5,2,3,5,2,0,0
374,28,No,1,304,Sales,9,4,Life Sciences,2,Male,3,Sales Executive,4,Single,5253,20750,0,16,3,4,0,7,1,3,7,5,0,0
375,49,No,1,1261,Research & Development,7,3,Other,2,Male,2,Healthcare Representative,3,Single,10965,12066,0,24,4,3,0,26,2,3,5,2,0,0
376,51,No,1,1178,Sales,14,2,Life Sciences,3,Female,3,Sales Executive,4,Married,4936,14862,0,11,3,3,1,18,2,2,7,7,0,0
377,36,No,1,329,Research & Development,2,3,Life Sciences,4,Female,3,Research Scientist,3,Married,2543,11868,0,13,3,2,1,6,3,3,2,2,2,0
378,34,Yes,0,1362,Sales,19,3,Marketing,1,Male,4,Sales Executive,4,Single,5304,4652,1,13,3,2,0,9,3,2,5,2,0,1
379,55,No,1,1311,Research & Development,2,3,Life Sciences,3,Female,3,Manager,4,Single,16659,23258,1,13,3,3,0,30,2,3,5,4,1,0
380,24,No,1,1371,Sales,10,4,Marketing,4,Female,3,Sales Executive,3,Divorced,4260,5915,1,12,3,4,1,5,2,4,5,2,0,0
381,30,No,1,202,Sales,2,1,Technical Degree,3,Male,3,Sales Representative,2,Married,2476,17434,0,18,3,1,1,1,3,3,1,0,0,0
382,26,Yes,2,575,Research & Development,3,1,Technical Degree,3,Male,3,Research Scientist,1,Single,3102,6582,0,22,4,3,0,7,2,3,6,4,0,1
383,22,No,1,253,Research & Development,11,3,Medical,1,Female,3,Research Scientist,2,Married,2244,24440,0,13,3,4,1,2,1,3,2,1,1,0
384,36,No,1,164,Sales,2,2,Medical,2,Male,2,Sales Executive,3,Married,7596,3809,0,13,3,2,2,10,2,3,10,9,9,0
385,30,Yes,2,464,Research & Development,4,3,Technical Degree,3,Male,3,Research Scientist,4,Single,2285,3427,1,23,4,3,0,3,4,3,1,0,0,1
386,37,No,1,1107,Research & Development,14,3,Life Sciences,4,Female,3,Laboratory Technician,1,Divorced,3034,26914,0,12,3,3,1,18,2,2,18,7,12,0
387,40,No,1,759,Sales,2,2,Marketing,4,Female,3,Sales Executive,2,Divorced,5715,22553,0,12,3,3,2,8,5,3,5,4,1,0
388,42,No,1,201,Research & Development,1,4,Life Sciences,2,Female,3,Laboratory Technician,1,Divorced,2576,20490,0,16,3,2,1,8,5,3,5,2,1,0
389,37,No,1,1305,Research & Development,10,4,Life Sciences,3,Male,3,Manufacturing Director,2,Single,4197,21123,1,12,3,4,0,18,2,2,1,0,0,0
390,43,No,1,982,Research & Development,12,3,Life Sciences,1,Male,2,Research Director,2,Divorced,14336,4345,0,11,3,3,1,25,3,3,25,10,3,0
391,40,No,1,555,Research & Development,2,3,Medical,2,Female,2,Laboratory Technician,3,Married,3448,13436,0,22,4,2,1,20,3,3,1,0,0,0
392,54,No,1,821,Research & Development,5,2,Medical,1,Male,3,Research Director,1,Married,19406,8509,0,11,3,3,1,24,4,2,4,2,1,0
393,34,No,0,1381,Sales,4,4,Marketing,3,Female,3,Sales Executive,3,Married,6538,12740,0,15,3,1,1,6,3,3,3,2,1,0
394,31,No,1,480,Research & Development,7,2,Medical,2,Female,3,Manufacturing Director,1,Married,4306,4156,0,12,3,2,1,13,5,1,13,10,3,0
395,43,No,2,313,Research & Development,21,3,Medical,4,Male,3,Laboratory Technician,4,Married,2258,15238,0,20,4,1,1,8,1,3,3,2,1,0
396,43,No,1,1473,Research & Development,8,4,Other,3,Female,3,Healthcare Representative,3,Divorced,4522,2227,1,14,3,4,0,8,3,3,5,2,0,0
397,25,No,1,891,Sales,4,2,Life Sciences,2,Female,2,Sales Executive,4,Single,4487,12090,1,11,3,2,0,5,3,3,5,4,1,0
398,37,No,0,1063,Research & Development,25,5,Medical,2,Female,3,Research Scientist,3,Married,4449,23866,1,15,3,1,2,15,2,3,13,11,10,0
399,31,No,1,329,Research & Development,1,2,Life Sciences,4,Male,2,Laboratory Technician,1,Married,2218,16193,0,12,3,3,1,4,3,3,4,2,3,0
400,39,No,2,1218,Research & Development,1,1,Life Sciences,2,Male,3,Manager,3,Divorced,19197,8213,1,14,3,3,1,21,3,3,21,8,1,0
401,56,No,2,906,Sales,6,3,Life Sciences,3,Female,4,Sales Executive,1,Married,13212,18256,0,11,3,4,3,36,0,2,7,7,7,0
402,30,No,1,1082,Sales,12,3,Technical Degree,2,Female,3,Sales Executive,3,Single,6577,19558,0,11,3,2,0,6,6,3,5,4,4,0
403,41,No,1,645,Sales,1,3,Marketing,2,Male,4,Sales Executive,1,Married,8392,19566,0,16,3,3,1,10,2,3,10,7,0,0
404,28,No,1,1300,Research & Development,17,2,Medical,3,Male,3,Laboratory Technician,1,Divorced,4558,13535,0,12,3,4,1,10,2,3,10,0,1,0
405,25,Yes,1,688,Research & Development,3,3,Medical,1,Male,3,Laboratory Technician,1,Married,4031,9396,0,13,3,3,1,6,5,3,2,2,0,1
406,52,No,1,319,Research & Development,3,3,Medical,4,Male,2,Manufacturing Director,3,Married,7969,19609,1,14,3,3,0,28,4,3,5,4,0,0
407,45,No,1,192,Research & Development,10,2,Life Sciences,1,Male,3,Research Scientist,4,Married,2654,9655,0,21,4,4,2,8,3,2,2,2,0,0
408,52,No,1,1490,Research & Development,4,2,Life Sciences,4,Female,3,Manager,4,Married,16555,10310,0,13,3,4,0,31,2,1,5,2,1,0
409,42,No,2,532,Research & Development,29,2,Life Sciences,1,Female,3,Research Scientist,3,Divorced,4556,12932,0,11,3,2,1,19,3,3,5,4,0,0
410,30,No,1,317,Research & Development,2,3,Life Sciences,3,Female,1,Manufacturing Director,4,Single,6091,24793,0,20,4,3,0,11,2,3,5,4,0,0
411,60,No,1,422,Research & Development,7,3,Life Sciences,1,Female,3,Manager,1,Married,19566,3854,0,11,3,4,0,33,5,1,29,8,11,0
412,46,No,1,1485,Research & Development,18,3,Medical,3,Female,3,Manufacturing Director,3,Divorced,4810,26314,0,14,3,3,1,19,5,2,10,7,0,0
413,42,No,2,1368,Research & Development,28,4,Technical Degree,4,Female,2,Healthcare Representative,4,Married,4523,4386,0,11,3,4,3,7,4,4,6,5,0,0
414,24,Yes,1,1448,Sales,1,1,Technical Degree,1,Female,3,Sales Representative,2,Single,3202,21972,1,16,3,2,0,6,4,3,5,3,1,1
415,34,Yes,2,296,Sales,6,2,Marketing,4,Female,1,Sales Representative,3,Divorced,2351,12253,0,16,3,4,1,3,3,2,2,2,1,1
416,38,No,2,1490,Research & Development,2,2,Life Sciences,4,Male,3,Laboratory Technician,4,Married,1702,12106,1,23,4,3,1,1,3,3,1,0,0,0
417,40,No,1,1398,Sales,2,4,Life Sciences,3,Female,3,Manager,3,Married,18041,13022,0,14,3,4,0,21,2,3,20,15,1,0
418,26,No,1,1349,Research & Development,23,3,Life Sciences,1,Female,3,Research Scientist,4,Divorced,2886,3032,0,22,4,2,2,3,3,1,3,2,0,0
419,30,No,0,1400,Research & Development,3,3,Life Sciences,3,Male,3,Laboratory Technician,4,Married,2097,16734,0,15,3,3,1,9,3,1,5,3,1,0
420,29,No,1,986,Research & Development,3,4,Medical,2,Male,2,Research Director,3,Married,11935,21526,0,18,3,3,0,10,2,3,10,2,0,0
421,29,Yes,1,408,Research & Development,25,5,Technical Degree,3,Female,2,Research Scientist,2,Married,2546,18300,0,16,3,2,0,6,2,4,2,2,1,1
422,19,Yes,1,489,Human Resources,2,2,Technical Degree,1,Male,2,Human Resources,4,Single,2564,18437,0,12,3,3,0,1,3,4,1,0,0,1
423,30,No,0,1398,Sales,22,4,Other,3,Female,3,Sales Executive,1,Married,8412,2890,0,11,3,3,0,10,3,3,9,8,7,0
424,57,No,1,210,Sales,29,3,Marketing,1,Male,2,Manager,4,Divorced,14118,22102,0,12,3,3,1,32,3,2,1,0,0,0
425,50,No,1,1099,Research & Development,29,4,Life Sciences,2,Male,2,Manager,3,Married,17046,9314,0,15,3,2,1,28,2,3,27,10,15,0
426,30,No,0,1116,Research & Development,2,3,Medical,3,Female,3,Laboratory Technician,4,Single,2564,7181,0,14,3,3,0,12,2,2,11,7,6,0
427,60,No,2,1499,Sales,28,3,Marketing,3,Female,2,Sales Executive,1,Married,10266,2845,0,19,3,4,0,22,5,4,18,13,13,0
428,47,No,1,983,Research & Development,2,2,Medical,1,Female,3,Manufacturing Director,4,Divorced,5070,7389,0,13,3,3,3,20,2,3,5,0,0,0
429,46,No,1,1009,Research & Development,2,3,Life Sciences,1,Male,3,Research Director,3,Married,17861,2288,0,13,3,3,0,26,2,1,3,2,0,0
430,35,No,1,144,Research & Development,22,3,Life Sciences,4,Male,1,Laboratory Technician,3,Single,4230,19225,0,15,3,3,0,6,2,3,5,4,4,0
431,54,No,1,548,Research & Development,8,4,Life Sciences,3,Female,3,Laboratory Technician,3,Single,3780,23428,0,11,3,3,0,19,3,3,1,0,0,0
432,34,No,1,1303,Research & Development,2,4,Life Sciences,4,Male,2,Research Scientist,3,Divorced,2768,8416,0,12,3,3,1,14,3,3,7,3,5,0
433,46,No,1,1125,Sales,10,3,Marketing,3,Female,2,Sales Executive,4,Married,9071,11563,1,19,3,3,1,15,3,3,3,2,1,0
434,31,No,1,1274,Research & Development,9,1,Life Sciences,3,Male,3,Manufacturing Director,2,Divorced,10648,14394,0,25,4,4,1,13,6,4,13,8,0,0
435,33,Yes,1,1277,Research & Development,15,1,Medical,2,Male,3,Manager,3,Married,13610,24619,1,12,3,4,0,15,2,4,7,6,7,1
436,33,Yes,1,587,Research & Development,10,1,Medical,1,Male,1,Laboratory Technician,4,Divorced,3408,6705,0,13,3,1,3,8,2,3,4,3,1,1
437,30,No,1,413,Sales,7,1,Marketing,4,Male,3,Sales Representative,2,Single,2983,18398,0,14,3,1,0,4,3,3,3,2,1,0
438,35,No,1,1276,Research & Development,16,3,Life Sciences,4,Male,3,Healthcare Representative,3,Married,7632,14295,1,12,3,3,0,10,2,3,8,7,0,0
439,31,Yes,2,534,Research & Development,20,3,Life Sciences,1,Male,3,Healthcare Representative,3,Married,9824,22908,0,12,3,1,0,12,2,3,1,0,0,1
440,34,Yes,2,988,Human Resources,23,3,Human Resources,2,Female,3,Human Resources,1,Divorced,9950,11533,1,15,3,3,3,11,2,3,3,2,0,1
441,42,No,2,1474,Research & Development,5,2,Other,2,Male,3,Laboratory Technician,3,Married,2093,9260,0,17,3,4,1,8,4,3,2,2,2,0
442,36,No,0,635,Sales,10,4,Medical,2,Male,3,Sales Executive,4,Single,9980,15318,0,14,3,4,0,10,3,2,10,3,9,0
443,22,Yes,2,1368,Research & Development,4,1,Technical Degree,3,Male,2,Laboratory Technician,3,Single,3894,9129,0,16,3,3,0,4,3,3,2,2,1,1
444,48,No,1,163,Sales,2,5,Marketing,2,Female,3,Sales Executive,4,Married,4051,19658,0,14,3,1,1,14,2,3,9,7,6,0
445,55,No,1,1117,Sales,18,5,Life Sciences,1,Female,3,Manager,2,Single,16835,9873,0,23,4,4,0,37,2,3,10,9,7,0
446,41,No,0,267,Sales,10,2,Life Sciences,4,Male,3,Sales Executive,4,Single,6230,13430,0,14,3,4,0,16,3,3,14,3,1,0
447,35,No,1,619,Sales,1,3,Marketing,2,Male,3,Sales Executive,3,Married,4717,18659,0,11,3,3,0,15,2,3,11,9,6,0
448,40,No,1,302,Research & Development,6,3,Life Sciences,2,Female,3,Manufacturing Director,3,Single,13237,20364,0,15,3,3,0,22,3,3,20,6,5,0
449,39,No,2,443,Research & Development,8,1,Life Sciences,3,Female,3,Laboratory Technician,3,Married,3755,17872,0,11,3,1,1,8,3,3,8,3,0,0
450,31,No,1,828,Sales,2,1,Life Sciences,2,Male,3,Sales Executive,4,Single,6582,8346,1,13,3,3,0,10,2,4,6,5,0,0
451,42,No,1,319,Research & Development,24,3,Medical,4,Male,3,Manufacturing Director,1,Married,7406,6950,1,21,4,4,1,10,5,2,10,9,5,0
452,45,No,1,561,Sales,2,3,Other,4,Male,3,Sales Executive,2,Married,4805,16177,0,19,3,2,1,9,3,4,8,7,3,0
453,26,Yes,2,426,Human Resources,17,4,Life Sciences,2,Female,3,Human Resources,3,Divorced,2741,22808,1,11,3,2,1,8,2,2,7,7,1,1
454,29,No,1,232,Research & Development,19,3,Technical Degree,4,Male,3,Manufacturing Director,4,Divorced,4262,22645,0,12,3,2,2,8,2,4,3,2,1,0
455,33,No,1,922,Research & Development,1,5,Medical,1,Female,4,Research Director,3,Divorced,16184,22578,0,19,3,3,1,10,2,3,6,1,0,0
456,31,No,1,688,Sales,7,3,Life Sciences,3,Male,2,Manager,4,Divorced,11557,25291,0,21,4,3,1,10,3,2,5,4,0,0
457,18,Yes,2,1306,Sales,5,3,Marketing,2,Male,3,Sales Representative,2,Single,1878,8059,1,14,3,4,0,0,3,3,0,0,0,1
458,40,No,0,1094,Sales,28,3,Other,3,Male,1,Sales Executive,1,Divorced,10932,11373,0,15,3,3,1,20,2,3,1,0,0,0
459,41,No,0,509,Research & Development,2,4,Other,1,Female,2,Healthcare Representative,3,Single,6811,2112,1,17,3,1,0,10,3,3,8,7,0,0
460,26,No,1,775,Sales,29,2,Medical,1,Male,3,Sales Executive,3,Divorced,4306,4267,0,12,3,1,2,8,5,3,0,0,0,0
461,35,No,1,195,Sales,1,3,Medical,1,Female,3,Sales Executive,3,Single,4859,6698,0,16,3,4,0,5,3,3,5,4,0,0
462,34,No,1,258,Sales,21,4,Life Sciences,4,Male,4,Sales Executive,4,Single,5337,19921,0,12,3,4,0,10,3,3,10,7,5,0
463,26,Yes,1,471,Research & Development,24,3,Technical Degree,3,Male,1,Laboratory Technician,4,Single,2340,23213,1,18,3,2,0,1,3,1,1,0,0,1
464,37,No,1,799,Research & Development,1,3,Technical Degree,2,Female,3,Manufacturing Director,4,Single,7491,23848,0,17,3,4,0,12,3,4,6,5,1,0
465,46,No,2,1034,Research & Development,18,1,Medical,1,Female,3,Healthcare Representative,3,Married,10527,8984,0,11,3,4,0,28,3,2,2,2,1,0
466,41,No,1,1276,Sales,2,5,Life Sciences,2,Female,3,Manager,1,Married,16595,5626,0,16,3,2,1,22,2,3,18,16,11,0
467,37,No,0,142,Sales,9,4,Medical,1,Male,3,Sales Executive,2,Divorced,8834,24666,0,13,3,4,1,9,6,3,9,5,7,0
468,52,No,1,956,Research & Development,6,2,Technical Degree,4,Male,3,Research Scientist,1,Divorced,5577,22087,1,12,3,2,2,18,3,3,10,9,6,0
469,32,Yes,0,1474,Sales,11,4,Other,4,Male,4,Sales Executive,3,Married,4707,23914,0,12,3,4,0,6,2,3,4,2,1,1
470,24,No,2,535,Sales,24,3,Medical,4,Male,3,Sales Representative,4,Married,2400,5530,0,13,3,3,2,3,3,3,2,2,2,0
471,38,No,1,1495,Research & Development,10,3,Medical,3,Female,3,Healthcare Representative,3,Married,9824,22174,0,19,3,3,1,18,4,3,1,0,0,0
472,37,No,1,446,Research & Development,1,4,Life Sciences,2,Female,3,Manufacturing Director,2,Married,6447,15701,0,12,3,2,1,8,2,2,6,5,4,0
473,49,No,1,1245,Research & Development,18,4,Life Sciences,4,Male,2,Research Director,3,Divorced,19502,2125,1,17,3,3,1,31,5,3,31,9,0,0
474,24,No,1,691,Research & Development,23,3,Medical,2,Male,4,Research Scientist,4,Married,2725,21630,1,11,3,2,2,6,3,3,6,5,1,0
475,26,No,1,703,Sales,28,2,Marketing,1,Male,3,Sales Executive,2,Married,6272,7428,0,20,4,4,2,6,5,4,5,3,1,0
476,24,No,1,823,Research & Development,17,2,Other,4,Male,2,Laboratory Technician,2,Married,2127,9100,0,21,4,4,1,1,2,3,1,0,0,0
477,50,No,2,1246,Human Resources,3,3,Medical,1,Male,3,Manager,2,Married,18200,7999,0,11,3,3,1,32,2,3,32,5,10,0
478,25,No,1,622,Sales,13,1,Medical,2,Male,3,Sales Representative,3,Married,2096,26376,0,11,3,3,0,7,1,3,7,4,0,0
479,24,Yes,2,1287,Research & Development,7,3,Life Sciences,1,Female,3,Laboratory Technician,3,Married,2886,14168,1,16,3,4,1,6,4,3,6,3,1,1
480,30,Yes,2,448,Sales,12,4,Life Sciences,2,Male,2,Sales Representative,1,Married,2033,14470,0,18,3,3,1,1,2,4,1,0,0,1
481,34,No,1,254,Research & Development,1,2,Life Sciences,2,Male,2,Research Scientist,4,Married,3622,22794,1,13,3,4,1,6,3,3,6,5,1,0
482,31,Yes,1,1365,Sales,13,4,Medical,2,Male,3,Sales Executive,1,Divorced,4233,11512,0,17,3,3,0,9,2,1,3,1,1,1
483,35,No,1,538,Research & Development,25,2,Other,1,Male,2,Laboratory Technician,4,Single,3681,14004,0,14,3,4,0,9,3,3,3,2,0,0
484,31,No,1,525,Sales,6,4,Medical,1,Male,4,Sales Executive,4,Divorced,5460,6219,0,22,4,4,2,13,4,4,7,7,5,0
485,27,No,1,798,Research & Development,6,4,Medical,1,Female,2,Research Scientist,3,Divorced,2187,5013,0,12,3,3,2,6,5,2,5,3,0,0
486,37,No,1,558,Sales,2,3,Marketing,4,Male,3,Sales Executive,3,Married,9602,3010,1,11,3,3,1,17,3,2,3,0,1,0
487,20,No,1,959,Research & Development,1,3,Life Sciences,4,Female,2,Research Scientist,2,Single,2836,11757,0,13,3,4,0,1,0,4,1,0,0,0
488,42,No,1,622,Research & Development,2,4,Life Sciences,3,Female,3,Healthcare Representative,4,Married,4089,5718,0,13,3,2,2,10,4,3,10,2,2,0
489,43,No,1,782,Research & Development,6,4,Other,2,Male,2,Research Director,4,Divorced,16627,2671,1,14,3,3,1,21,3,2,1,0,0,0
490,38,No,1,362,Research & Development,1,1,Life Sciences,3,Female,3,Research Scientist,1,Single,2619,14561,0,17,3,4,0,8,3,2,0,0,0,0
491,43,No,2,1001,Research & Development,9,5,Medical,4,Male,3,Laboratory Technician,3,Divorced,5679,19627,1,13,3,2,1,10,3,3,8,7,4,0
492,48,No,1,1236,Research & Development,1,4,Life Sciences,4,Female,2,Manager,1,Married,15402,17997,0,11,3,1,1,21,3,1,3,2,0,0
493,44,No,1,1112,Human Resources,1,4,Life Sciences,1,Female,2,Human Resources,3,Single,5985,26894,0,11,3,2,0,10,1,4,2,2,0,0
494,34,No,1,204,Sales,14,3,Technical Degree,3,Female,3,Sales Representative,3,Divorced,2579,2912,1,18,3,4,2,8,3,3,8,2,0,0
495,27,Yes,1,1420,Sales,2,1,Marketing,3,Male,3,Sales Representative,1,Divorced,3041,16346,0,11,3,2,1,5,3,3,4,3,0,1
496,21,No,1,1343,Sales,22,1,Technical Degree,3,Male,3,Sales Representative,3,Single,3447,24444,0,11,3,3,0,3,2,3,3,2,1,0
497,44,No,1,1315,Research & Development,3,4,Other,4,Male,3,Manager,4,Married,19513,9358,1,12,3,1,1,26,2,4,2,2,0,0
498,22,No,1,604,Research & Development,6,1,Medical,1,Male,3,Research Scientist,3,Married,2773,12145,0,20,4,4,0,3,3,3,2,2,2,0
499,33,No,1,1216,Sales,8,4,Marketing,3,Male,3,Sales Executive,3,Divorced,7104,20431,0,12,3,4,0,6,3,3,5,0,1,0
500,32,No,1,646,Research & Development,9,4,Life Sciences,1,Female,3,Research Scientist,4,Married,6322,18089,1,12,3,4,1,6,2,2,6,4,0,0
501,30,No,2,160,Research & Development,3,3,Medical,3,Female,3,Research Scientist,3,Divorced,2083,22653,0,20,4,3,1,1,2,3,1,0,0,0
502,53,No,1,238,Sales,1,1,Medical,4,Female,3,Sales Executive,1,Single,8381,7507,0,20,4,4,0,18,2,4,14,7,8,0
503,34,No,1,1397,Research & Development,1,5,Life Sciences,2,Male,3,Research Scientist,4,Married,2691,7660,0,12,3,4,1,10,4,2,10,9,8,0
504,45,Yes,2,306,Sales,26,4,Life Sciences,1,Female,3,Sales Executive,1,Married,4286,5630,0,14,3,4,2,5,4,3,1,1,0,1
505,26,No,1,991,Research & Development,6,3,Life Sciences,3,Female,3,Laboratory Technician,4,Married,2659,17759,1,13,3,3,1,3,2,3,3,2,0,0
506,37,No,1,482,Research & Development,3,3,Other,3,Male,3,Manufacturing Director,3,Married,9434,9606,0,15,3,3,1,10,2,3,10,7,7,0
507,29,No,1,1176,Sales,3,2,Medical,2,Female,3,Sales Executive,3,Married,5561,3487,0,14,3,1,1,6,5,2,6,0,1,0
508,35,No,1,1017,Research & Development,6,4,Life Sciences,2,Male,1,Research Scientist,4,Single,6646,19368,0,13,3,2,0,17,3,3,17,11,11,0
509,33,No,2,1296,Research & Development,6,3,Life Sciences,3,Male,3,Healthcare Representative,4,Divorced,7725,5335,0,23,4,3,1,15,2,1,13,11,4,0
510,54,No,1,397,Human Resources,19,4,Medical,3,Male,3,Human Resources,2,Married,10725,6729,0,15,3,3,1,16,1,4,9,7,7,0
511,36,No,1,913,Research & Development,9,2,Medical,2,Male,2,Manufacturing Director,2,Divorced,8847,13934,1,11,3,3,1,13,2,3,3,2,0,0
512,27,No,1,1115,Research & Development,3,4,Medical,1,Male,2,Research Scientist,4,Single,2045,15174,0,13,3,4,0,5,0,3,4,2,1,0
513,20,Yes,1,1362,Research & Development,10,1,Medical,4,Male,3,Research Scientist,3,Single,1009,26999,1,11,3,4,0,1,5,3,1,0,1,1
514,33,Yes,2,1076,Research & Development,3,3,Life Sciences,1,Male,3,Research Scientist,1,Single,3348,3164,1,11,3,1,0,10,3,3,10,8,9,1
515,35,No,0,727,Research & Development,3,3,Life Sciences,3,Male,2,Laboratory Technician,3,Married,1281,16900,0,18,3,3,2,1,3,3,1,0,0,0
516,23,No,1,885,Research & Development,4,3,Medical,1,Male,4,Research Scientist,1,Married,2819,8544,0,16,3,1,1,5,3,4,3,2,0,0
517,25,No,1,810,Sales,8,3,Life Sciences,4,Male,4,Sales Executive,2,Married,4851,15678,0,22,4,3,1,4,4,3,3,2,1,0
518,38,No,1,243,Sales,7,4,Marketing,4,Female,2,Sales Executive,4,Single,4028,7791,0,20,4,1,0,8,2,3,7,7,0,0
519,29,No,2,806,Research & Development,1,4,Life Sciences,2,Male,1,Research Scientist,4,Divorced,2720,18959,0,18,3,4,1,10,5,3,10,7,2,0
520,48,No,1,817,Sales,2,1,Marketing,2,Male,4,Sales Executive,2,Married,8120,18597,0,12,3,4,0,12,3,3,2,2,2,0
521,27,No,2,1410,Sales,3,1,Medical,4,Female,4,Sales Executive,4,Divorced,4647,16673,1,20,4,2,2,6,3,3,6,5,0,0
522,37,No,1,1225,Research & Development,10,2,Life Sciences,4,Male,4,Research Scientist,4,Single,4680,15232,0,17,3,1,0,4,2,3,1,0,0,0
523,50,No,1,1207,Research & Development,28,1,Medical,4,Male,4,Laboratory Technician,3,Married,3221,3297,1,11,3,3,3,20,3,3,20,8,3,0
524,34,No,1,1442,Research & Development,9,3,Medical,4,Female,2,Healthcare Representative,2,Single,8621,17654,0,14,3,2,0,9,3,4,8,7,7,0
525,24,Yes,1,693,Sales,3,2,Life Sciences,1,Female,3,Sales Executive,3,Single,4577,24785,0,14,3,1,0,4,3,3,2,2,2,1
526,39,No,1,408,Research & Development,2,4,Technical Degree,4,Female,2,Healthcare Representative,3,Single,4553,20978,0,11,3,1,0,20,4,3,20,7,11,0
527,32,No,1,929,Sales,10,3,Marketing,4,Male,3,Sales Executive,4,Single,5396,21703,0,12,3,4,0,10,2,2,10,7,0,0
528,50,Yes,2,562,Sales,8,2,Technical Degree,2,Male,3,Sales Executive,3,Married,6796,23452,1,14,3,1,1,18,4,3,4,3,1,1
529,38,No,1,827,Research & Development,1,4,Life Sciences,2,Female,4,Healthcare Representative,4,Single,7625,19383,0,13,3,3,0,10,4,2,9,7,1,0
530,27,No,1,608,Research & Development,1,2,Life Sciences,3,Female,3,Manufacturing Director,1,Married,7412,6009,0,11,3,4,0,9,3,3,9,7,0,0
531,32,No,1,1018,Research & Development,3,2,Life Sciences,3,Female,3,Research Director,4,Single,11159,19373,0,15,3,4,0,10,6,3,7,7,7,0
532,47,No,1,703,Sales,14,4,Marketing,4,Male,3,Sales Executive,1,Single,4960,11825,0,12,3,4,0,20,2,3,7,7,1,0
533,40,No,2,580,Sales,5,4,Life Sciences,4,Male,2,Sales Executive,1,Married,10475,23772,1,21,4,3,1,20,2,3,18,13,1,0
534,53,No,1,970,Research & Development,7,3,Life Sciences,3,Male,4,Research Director,3,Married,14814,13514,0,19,3,3,0,32,3,3,5,1,1,0
535,41,No,1,427,Human Resources,10,4,Human Resources,2,Male,2,Manager,4,Divorced,19141,8861,0,15,3,2,3,23,2,2,21,6,12,0
536,60,No,1,1179,Sales,16,4,Marketing,1,Male,3,Sales Executive,1,Single,5405,11924,0,14,3,4,0,10,1,3,2,2,2,0
537,27,No,2,294,Research & Development,10,2,Life Sciences,4,Male,3,Manufacturing Director,1,Divorced,8793,4809,0,21,4,3,2,9,4,2,9,7,1,0
538,41,No,1,314,Human Resources,1,3,Human Resources,4,Male,2,Manager,3,Married,19189,19562,0,12,3,2,1,22,3,3,22,7,2,0
539,50,No,1,316,Sales,8,4,Marketing,4,Male,3,Sales Representative,2,Married,3875,9983,0,15,3,4,1,4,2,3,2,2,2,0
540,28,Yes,1,654,Research & Development,1,2,Life Sciences,1,Female,1,Research Scientist,2,Single,2216,3872,1,13,3,4,0,10,4,3,7,7,3,1
541,36,No,0,427,Research & Development,8,3,Life Sciences,1,Female,4,Research Director,1,Married,11713,20335,0,14,3,1,1,10,2,3,8,7,0,0
542,38,No,1,168,Research & Development,1,3,Life Sciences,3,Female,3,Manufacturing Director,3,Single,7861,15397,1,14,3,4,0,10,4,4,1,0,0,0
